order_item_id,order_id,item_id,supplier_id,quantity,fulfilled_quantity,fulfilled_date,customer_id,order_date,order_status,item_status,name,category,unit_price,item_failure_rate,item_restock_weight,name_supplier,category_supplier,supplier_failure_rate,supplier_fulfillment_weight,avg_quantity_on_hand,avg_backlog,stockouts,fulfilled_binary
423,134,10,10,2,2,04/08/2025,106,03/08/2025,fulfilled,Fulfilled,Consider,Electronics,32.41,0.09,4.4,Walker and Sons,Electronics,0.41,0.14,23.06206206,137.3863864,0,1
424,134,38,10,4,4,05/08/2025,106,03/08/2025,fulfilled,Fulfilled,Agreement,Electronics,36.85,0.04,0.5,Walker and Sons,Electronics,0.41,0.14,3.429429429,212.3183183,296,1
425,134,50,3,2,2,06/08/2025,106,03/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Miller-Torres,Medical,0.37,4.09,26.24424424,130.9019019,0,1
426,134,12,7,4,4,04/08/2025,106,03/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,Bennett Ltd,Food,0.02,1.27,21.82182182,114.8738739,6,1
427,134,40,3,1,1,05/08/2025,106,03/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Miller-Torres,Medical,0.37,4.09,24.51951952,134.5065065,0,1
428,135,39,5,1,1,05/08/2025,122,03/08/2025,fulfilled,Fulfilled,Own,Electronics,43.68,0.04,1.5,Walsh-Phillips,Electronics,0.22,0.28,9.927927928,115.3823824,39,1
429,135,3,6,2,2,04/08/2025,122,03/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Austin Inc,Clothing,0.12,3.08,23.48048048,120.4314314,1,1
430,135,35,1,4,4,05/08/2025,122,03/08/2025,fulfilled,Fulfilled,Bit,Clothing,22.95,0.34,2.3,Perez PLC,Clothing,0.32,0.25,17.60660661,113.4644645,3,1
431,135,33,7,3,3,06/08/2025,122,03/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
432,135,49,5,5,5,04/08/2025,122,03/08/2025,fulfilled,Fulfilled,Court,Electronics,46.69,0.43,1.08,Walsh-Phillips,Electronics,0.22,0.28,13.5985986,143.8708709,15,1
433,136,31,5,3,3,05/08/2025,35,03/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
434,136,50,8,3,3,04/08/2025,35,03/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Carlson LLC,Medical,0.33,3.32,24.2002002,144.4054054,0,1
435,136,15,1,1,1,04/08/2025,35,03/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
436,137,41,7,1,1,04/08/2025,199,03/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,Bennett Ltd,Food,0.02,1.27,20.73573574,108.8268268,1,1
437,137,32,2,5,5,04/08/2025,199,03/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,"Moore, Bridges and Donaldson",Food,0.14,1.42,16.66966967,104.6556557,11,1
438,138,34,4,3,3,05/08/2025,154,03/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Young PLC,Hardware,0.45,0.61,24.57757758,122.0750751,0,1
439,138,45,5,1,1,04/08/2025,154,03/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walsh-Phillips,Electronics,0.22,0.28,17.01001001,119.3033033,10,1
440,138,15,1,1,1,04/08/2025,154,03/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
441,138,40,8,4,4,05/08/2025,154,03/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Carlson LLC,Medical,0.33,3.32,25.91891892,119.1801802,0,1
442,138,11,9,4,4,04/08/2025,154,03/08/2025,fulfilled,Fulfilled,Fast,Hardware,25.8,0.14,5.56,Greene Ltd,Hardware,0.12,3.58,23.02702703,101.5145145,1,1
443,139,33,7,3,3,04/08/2025,45,03/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
444,139,7,1,5,5,04/08/2025,45,03/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Perez PLC,Clothing,0.32,0.25,20.78478478,170.4314314,12,1
445,139,36,7,5,5,05/08/2025,45,03/08/2025,fulfilled,Fulfilled,Always,Food,25.32,0.13,0.48,Bennett Ltd,Food,0.02,1.27,5.623623624,154.1781782,216,1
446,139,5,6,4,4,04/08/2025,45,03/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Austin Inc,Clothing,0.12,3.08,24.84484484,138.5415415,0,1
447,140,21,8,2,2,06/08/2025,46,03/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
448,140,23,2,4,4,04/08/2025,46,03/08/2025,fulfilled,Fulfilled,Food,Food,38.79,0.39,2.11,"Moore, Bridges and Donaldson",Food,0.14,1.42,11.75075075,124.3653654,31,1
449,140,14,1,2,2,04/08/2025,46,03/08/2025,fulfilled,Fulfilled,Civil,Clothing,7.98,0.46,3.45,Perez PLC,Clothing,0.32,0.25,22.58458458,154.1411411,1,1
450,140,37,5,3,3,05/08/2025,46,03/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walsh-Phillips,Electronics,0.22,0.28,13.36236236,113.951952,5,1
451,141,6,7,5,5,04/08/2025,28,03/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,Bennett Ltd,Food,0.02,1.27,20.94394394,93.6966967,7,1
452,142,31,10,4,4,06/08/2025,135,03/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walker and Sons,Electronics,0.41,0.14,3.006006006,317.006006,369,1
453,142,35,1,4,4,04/08/2025,135,03/08/2025,fulfilled,Fulfilled,Bit,Clothing,22.95,0.34,2.3,Perez PLC,Clothing,0.32,0.25,17.60660661,113.4644645,3,1
454,142,3,1,5,5,04/08/2025,135,03/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Perez PLC,Clothing,0.32,0.25,24.98498498,134.042042,1,1
455,142,33,7,3,3,04/08/2025,135,03/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
456,143,38,10,2,2,04/08/2025,54,03/08/2025,fulfilled,Fulfilled,Agreement,Electronics,36.85,0.04,0.5,Walker and Sons,Electronics,0.41,0.14,3.429429429,212.3183183,296,1
457,143,7,6,2,2,08/08/2025,54,03/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Austin Inc,Clothing,0.12,3.08,19.86586587,143.1701702,5,1
458,143,21,8,4,4,05/08/2025,54,03/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
459,143,24,6,3,3,06/08/2025,54,03/08/2025,fulfilled,Fulfilled,However,Clothing,24.56,0.23,5.73,Austin Inc,Clothing,0.12,3.08,24.06606607,100.4874875,1,1
460,144,7,6,2,2,09/08/2025,148,03/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Austin Inc,Clothing,0.12,3.08,19.86586587,143.1701702,5,1
461,144,47,10,4,4,07/08/2025,148,03/08/2025,fulfilled,Fulfilled,Now,Electronics,24.94,0.43,3.35,Walker and Sons,Electronics,0.41,0.14,17.0950951,140.2702703,18,1
462,145,31,5,4,4,04/08/2025,190,03/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
463,145,1,9,2,2,04/08/2025,190,03/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Greene Ltd,Hardware,0.12,3.58,5.096096096,190.5425425,172,1
464,146,12,7,4,4,04/08/2025,148,04/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,Bennett Ltd,Food,0.02,1.27,21.82182182,114.8738739,6,1
465,146,50,3,4,4,05/08/2025,148,04/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Miller-Torres,Medical,0.37,4.09,26.24424424,130.9019019,0,1
466,146,19,8,4,4,04/08/2025,148,04/08/2025,fulfilled,Fulfilled,Manage,Medical,9.09,0.03,0.75,Carlson LLC,Medical,0.33,3.32,6.943943944,155.8548549,108,1
467,146,23,2,2,2,05/08/2025,148,04/08/2025,fulfilled,Fulfilled,Food,Food,38.79,0.39,2.11,"Moore, Bridges and Donaldson",Food,0.14,1.42,11.75075075,124.3653654,31,1
468,146,21,8,4,4,04/08/2025,148,04/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
469,147,5,6,5,5,04/08/2025,27,04/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Austin Inc,Clothing,0.12,3.08,24.84484484,138.5415415,0,1
470,148,49,5,1,1,04/08/2025,102,04/08/2025,fulfilled,Fulfilled,Court,Electronics,46.69,0.43,1.08,Walsh-Phillips,Electronics,0.22,0.28,13.5985986,143.8708709,15,1
471,148,6,7,3,3,05/08/2025,102,04/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,Bennett Ltd,Food,0.02,1.27,20.94394394,93.6966967,7,1
472,148,7,1,2,2,05/08/2025,102,04/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Perez PLC,Clothing,0.32,0.25,20.78478478,170.4314314,12,1
473,148,17,7,4,4,04/08/2025,102,04/08/2025,fulfilled,Fulfilled,How,Food,16.82,0.3,5.4,Bennett Ltd,Food,0.02,1.27,23.21021021,112.993994,1,1
474,148,40,3,2,2,05/08/2025,102,04/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Miller-Torres,Medical,0.37,4.09,24.51951952,134.5065065,0,1
475,149,41,7,3,3,04/08/2025,153,04/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,Bennett Ltd,Food,0.02,1.27,20.73573574,108.8268268,1,1
476,149,48,10,5,5,05/08/2025,153,04/08/2025,fulfilled,Fulfilled,Agent,Electronics,34.35,0.27,0.19,Walker and Sons,Electronics,0.41,0.14,0.332332332,884.9449449,851,1
477,149,37,5,1,1,04/08/2025,153,04/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walsh-Phillips,Electronics,0.22,0.28,13.36236236,113.951952,5,1
478,149,28,7,3,3,04/08/2025,153,04/08/2025,fulfilled,Fulfilled,Officer,Food,46.33,0.3,2.98,Bennett Ltd,Food,0.02,1.27,20.32832833,117.3333333,1,1
479,150,20,9,5,5,04/08/2025,126,04/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Greene Ltd,Hardware,0.12,3.58,3.173173173,251.7877878,342,1
480,150,1,4,1,1,07/08/2025,126,04/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Young PLC,Hardware,0.45,0.61,8.688688689,151.7237237,67,1
481,150,50,8,2,2,07/08/2025,126,04/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Carlson LLC,Medical,0.33,3.32,24.2002002,144.4054054,0,1
482,150,28,7,5,5,04/08/2025,126,04/08/2025,fulfilled,Fulfilled,Officer,Food,46.33,0.3,2.98,Bennett Ltd,Food,0.02,1.27,20.32832833,117.3333333,1,1
483,151,41,7,5,5,04/08/2025,75,04/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,Bennett Ltd,Food,0.02,1.27,20.73573574,108.8268268,1,1
484,152,12,2,3,3,04/08/2025,137,04/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,"Moore, Bridges and Donaldson",Food,0.14,1.42,20.63963964,128.1301301,8,1
485,153,15,1,2,2,05/08/2025,113,04/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
486,154,5,1,3,3,05/08/2025,199,04/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Perez PLC,Clothing,0.32,0.25,25.07907908,149.6746747,1,1
487,154,35,6,1,1,05/08/2025,199,04/08/2025,fulfilled,Fulfilled,Bit,Clothing,22.95,0.34,2.3,Austin Inc,Clothing,0.12,3.08,12.46546547,146.8618619,29,1
488,154,31,5,2,2,05/08/2025,199,04/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
489,154,12,7,4,4,05/08/2025,199,04/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,Bennett Ltd,Food,0.02,1.27,21.82182182,114.8738739,6,1
490,155,3,1,2,2,06/08/2025,134,04/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Perez PLC,Clothing,0.32,0.25,24.98498498,134.042042,1,1
491,156,25,1,5,5,06/08/2025,60,04/08/2025,fulfilled,Fulfilled,Choose,Clothing,48.73,0.38,3.1,Perez PLC,Clothing,0.32,0.25,18.6006006,133.002002,4,1
492,156,13,10,1,1,04/08/2025,60,04/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walker and Sons,Electronics,0.41,0.14,17.34434434,97.03003003,0,1
493,156,34,9,4,4,05/08/2025,60,04/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Greene Ltd,Hardware,0.12,3.58,23.1981982,128.0540541,2,1
494,156,43,8,1,1,05/08/2025,60,04/08/2025,fulfilled,Fulfilled,Decision,Medical,23.5,0.43,0.42,Carlson LLC,Medical,0.33,3.32,5.418418418,217.1731732,249,1
495,156,16,3,2,2,06/08/2025,60,04/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Miller-Torres,Medical,0.37,4.09,22.64264264,141.2132132,4,1
496,157,21,8,5,5,04/08/2025,57,04/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
497,157,2,1,1,1,04/08/2025,57,04/08/2025,fulfilled,Fulfilled,Dog,Clothing,9.6,0.2,2.22,Perez PLC,Clothing,0.32,0.25,13.16316316,143.5375375,22,1
498,158,14,1,4,4,05/08/2025,103,04/08/2025,fulfilled,Fulfilled,Civil,Clothing,7.98,0.46,3.45,Perez PLC,Clothing,0.32,0.25,22.58458458,154.1411411,1,1
499,158,47,5,5,5,04/08/2025,103,04/08/2025,fulfilled,Fulfilled,Now,Electronics,24.94,0.43,3.35,Walsh-Phillips,Electronics,0.22,0.28,24.04004004,124.6366366,1,1
500,158,5,6,1,1,05/08/2025,103,04/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Austin Inc,Clothing,0.12,3.08,24.84484484,138.5415415,0,1
501,158,21,8,1,1,04/08/2025,103,04/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
502,158,31,5,3,3,04/08/2025,103,04/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
503,159,21,3,3,3,06/08/2025,135,04/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Miller-Torres,Medical,0.37,4.09,9.394394394,163.6266266,36,1
504,160,31,5,5,5,04/08/2025,87,04/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
505,161,16,8,5,5,10/08/2025,158,04/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Carlson LLC,Medical,0.33,3.32,20.34234234,141.5995996,8,1
506,161,5,1,1,1,04/08/2025,158,04/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Perez PLC,Clothing,0.32,0.25,25.07907908,149.6746747,1,1
507,161,18,8,4,4,06/08/2025,158,04/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Carlson LLC,Medical,0.33,3.32,6.78978979,218.4824825,80,1
508,161,50,8,3,3,06/08/2025,158,04/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Carlson LLC,Medical,0.33,3.32,24.2002002,144.4054054,0,1
509,161,28,2,3,3,07/08/2025,158,04/08/2025,fulfilled,Fulfilled,Officer,Food,46.33,0.3,2.98,"Moore, Bridges and Donaldson",Food,0.14,1.42,17.27727728,129.1091091,10,1
510,162,44,5,1,1,05/08/2025,60,04/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walsh-Phillips,Electronics,0.22,0.28,25.94394394,107.3273273,0,1
511,162,24,1,1,1,04/08/2025,60,04/08/2025,fulfilled,Fulfilled,However,Clothing,24.56,0.23,5.73,Perez PLC,Clothing,0.32,0.25,25.56456456,121.2072072,0,1
512,163,20,9,4,4,08/08/2025,178,04/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Greene Ltd,Hardware,0.12,3.58,3.173173173,251.7877878,342,1
513,164,19,3,5,5,04/08/2025,44,04/08/2025,fulfilled,Fulfilled,Manage,Medical,9.09,0.03,0.75,Miller-Torres,Medical,0.37,4.09,8.766766767,120.7347347,40,1
514,165,5,6,3,3,04/08/2025,168,04/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Austin Inc,Clothing,0.12,3.08,24.84484484,138.5415415,0,1
515,166,46,8,3,3,07/08/2025,118,04/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Carlson LLC,Medical,0.33,3.32,23.31931932,115.1211211,0,1
516,166,2,6,4,4,06/08/2025,118,04/08/2025,fulfilled,Fulfilled,Dog,Clothing,9.6,0.2,2.22,Austin Inc,Clothing,0.12,3.08,13.88688689,131.6086086,18,1
517,166,3,1,1,1,10/08/2025,118,04/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Perez PLC,Clothing,0.32,0.25,24.98498498,134.042042,1,1
518,166,16,8,3,3,04/08/2025,118,04/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Carlson LLC,Medical,0.33,3.32,20.34234234,141.5995996,8,1
519,166,34,9,3,3,07/08/2025,118,04/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Greene Ltd,Hardware,0.12,3.58,23.1981982,128.0540541,2,1
520,167,6,7,5,5,06/08/2025,101,04/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,Bennett Ltd,Food,0.02,1.27,20.94394394,93.6966967,7,1
521,167,47,5,4,4,04/08/2025,101,04/08/2025,fulfilled,Fulfilled,Now,Electronics,24.94,0.43,3.35,Walsh-Phillips,Electronics,0.22,0.28,24.04004004,124.6366366,1,1
522,168,49,10,5,5,06/08/2025,48,04/08/2025,fulfilled,Fulfilled,Court,Electronics,46.69,0.43,1.08,Walker and Sons,Electronics,0.41,0.14,9.322322322,146.2462462,20,1
523,169,46,8,4,4,08/08/2025,155,04/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Carlson LLC,Medical,0.33,3.32,23.31931932,115.1211211,0,1
524,169,42,8,2,2,06/08/2025,155,04/08/2025,fulfilled,Fulfilled,There,Medical,13.57,0.06,2.64,Carlson LLC,Medical,0.33,3.32,13.85785786,121.7127127,32,1
525,169,24,1,2,2,05/08/2025,155,04/08/2025,fulfilled,Fulfilled,However,Clothing,24.56,0.23,5.73,Perez PLC,Clothing,0.32,0.25,25.56456456,121.2072072,0,1
526,169,12,2,1,1,04/08/2025,155,04/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,"Moore, Bridges and Donaldson",Food,0.14,1.42,20.63963964,128.1301301,8,1
527,170,32,7,4,4,11/08/2025,113,04/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,Bennett Ltd,Food,0.02,1.27,20.10610611,109.3263263,5,1
528,170,45,5,5,5,07/08/2025,113,04/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walsh-Phillips,Electronics,0.22,0.28,17.01001001,119.3033033,10,1
529,170,21,8,3,3,06/08/2025,113,04/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
530,170,30,6,5,5,07/08/2025,113,04/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Austin Inc,Clothing,0.12,3.08,24.01701702,140.3783784,0,1
531,170,16,3,5,5,10/08/2025,113,04/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Miller-Torres,Medical,0.37,4.09,22.64264264,141.2132132,4,1
532,171,12,2,4,4,05/08/2025,129,04/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,"Moore, Bridges and Donaldson",Food,0.14,1.42,20.63963964,128.1301301,8,1
533,172,41,7,5,5,06/08/2025,181,04/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,Bennett Ltd,Food,0.02,1.27,20.73573574,108.8268268,1,1
534,172,24,1,4,4,06/08/2025,181,04/08/2025,fulfilled,Fulfilled,However,Clothing,24.56,0.23,5.73,Perez PLC,Clothing,0.32,0.25,25.56456456,121.2072072,0,1
535,172,6,7,1,1,07/08/2025,181,04/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,Bennett Ltd,Food,0.02,1.27,20.94394394,93.6966967,7,1
536,172,34,4,3,3,07/08/2025,181,04/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Young PLC,Hardware,0.45,0.61,24.57757758,122.0750751,0,1
537,173,1,9,5,5,05/08/2025,196,04/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Greene Ltd,Hardware,0.12,3.58,5.096096096,190.5425425,172,1
538,173,30,1,5,5,06/08/2025,196,04/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Perez PLC,Clothing,0.32,0.25,23.56556557,115.5995996,0,1
539,173,32,7,2,2,05/08/2025,196,04/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,Bennett Ltd,Food,0.02,1.27,20.10610611,109.3263263,5,1
540,174,10,5,5,5,05/08/2025,90,04/08/2025,fulfilled,Fulfilled,Consider,Electronics,32.41,0.09,4.4,Walsh-Phillips,Electronics,0.22,0.28,23.77377377,143.4924925,0,1
541,175,8,8,3,3,09/08/2025,121,04/08/2025,fulfilled,Fulfilled,Occur,Medical,17.51,0.32,2.25,Carlson LLC,Medical,0.33,3.32,17.35535536,115.9139139,1,1
542,175,45,10,5,5,09/08/2025,121,04/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
543,176,48,5,5,5,05/08/2025,120,04/08/2025,fulfilled,Fulfilled,Agent,Electronics,34.35,0.27,0.19,Walsh-Phillips,Electronics,0.22,0.28,0.367367367,722.5815816,843,1
544,177,17,7,5,5,04/08/2025,52,04/08/2025,fulfilled,Fulfilled,How,Food,16.82,0.3,5.4,Bennett Ltd,Food,0.02,1.27,23.21021021,112.993994,1,1
545,177,5,6,1,1,05/08/2025,52,04/08/2025,fulfilled,Fulfilled,Party,Clothing,42.32,0.31,5.18,Austin Inc,Clothing,0.12,3.08,24.84484484,138.5415415,0,1
546,177,20,4,3,3,05/08/2025,52,04/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Young PLC,Hardware,0.45,0.61,6.512512513,204.6266266,198,1
547,178,2,1,5,5,08/08/2025,39,04/08/2025,fulfilled,Fulfilled,Dog,Clothing,9.6,0.2,2.22,Perez PLC,Clothing,0.32,0.25,13.16316316,143.5375375,22,1
548,178,22,7,2,2,07/08/2025,39,04/08/2025,fulfilled,Fulfilled,Well,Food,43.74,0.02,4.35,Bennett Ltd,Food,0.02,1.27,21.5015015,124.4054054,6,1
549,178,25,1,3,3,04/08/2025,39,04/08/2025,fulfilled,Fulfilled,Choose,Clothing,48.73,0.38,3.1,Perez PLC,Clothing,0.32,0.25,18.6006006,133.002002,4,1
550,179,50,3,1,1,05/08/2025,96,04/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Miller-Torres,Medical,0.37,4.09,26.24424424,130.9019019,0,1
551,180,20,4,2,2,07/08/2025,124,04/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Young PLC,Hardware,0.45,0.61,6.512512513,204.6266266,198,1
552,180,50,3,4,4,08/08/2025,124,04/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Miller-Torres,Medical,0.37,4.09,26.24424424,130.9019019,0,1
553,180,21,8,5,5,05/08/2025,124,04/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
554,180,10,5,1,1,06/08/2025,124,04/08/2025,fulfilled,Fulfilled,Consider,Electronics,32.41,0.09,4.4,Walsh-Phillips,Electronics,0.22,0.28,23.77377377,143.4924925,0,1
555,180,7,6,1,1,06/08/2025,124,04/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Austin Inc,Clothing,0.12,3.08,19.86586587,143.1701702,5,1
556,181,2,6,2,2,06/08/2025,197,04/08/2025,fulfilled,Fulfilled,Dog,Clothing,9.6,0.2,2.22,Austin Inc,Clothing,0.12,3.08,13.88688689,131.6086086,18,1
557,181,37,10,2,2,06/08/2025,197,04/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walker and Sons,Electronics,0.41,0.14,13.28828829,115.2632633,11,1
558,181,49,5,3,3,05/08/2025,197,04/08/2025,fulfilled,Fulfilled,Court,Electronics,46.69,0.43,1.08,Walsh-Phillips,Electronics,0.22,0.28,13.5985986,143.8708709,15,1
559,182,1,4,2,2,04/08/2025,71,04/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Young PLC,Hardware,0.45,0.61,8.688688689,151.7237237,67,1
560,183,7,6,1,1,04/08/2025,173,04/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Austin Inc,Clothing,0.12,3.08,19.86586587,143.1701702,5,1
561,184,24,6,3,3,05/08/2025,158,04/08/2025,fulfilled,Fulfilled,However,Clothing,24.56,0.23,5.73,Austin Inc,Clothing,0.12,3.08,24.06606607,100.4874875,1,1
562,184,26,10,4,4,05/08/2025,158,04/08/2025,fulfilled,Fulfilled,Congress,Electronics,44.17,0.16,3.87,Walker and Sons,Electronics,0.41,0.14,25.17617618,100.6666667,0,1
563,184,12,2,1,1,05/08/2025,158,04/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,"Moore, Bridges and Donaldson",Food,0.14,1.42,20.63963964,128.1301301,8,1
